content_id,content_published_yyyymmdd,content_media_type,sample,content_cleaned,document_word_count,primary_emotion,primary_emotion_confidence,valence_direction,valence_confidence,standard_intensity,standard_isnarative,standard_ispersonal,pos_tagging,emotion_anger,emotion_confusion,emotion_crave,emotion_disappointment,emotion_excitement,emotion_frustration,emotion_gratitude,emotion_happiness,persona~advocate~pos~happiness,persona~deal_hunter~neu~noemo,persona~detractor~neg~anger,persona~green_buyer~neu~noemo,persona~hater~neg~anger,persona~lover~pos~happiness,performance~above_all_others~pos~happiness,performance~amaze~pos~excitement,performance~as_expected~neu~noemo,performance~attitude_behavior_shift~pos~excitement,performance~behavioral_shift~pos~excitement,performance~better_than~pos~happiness,performance~downside~neg~noemo,performance~needs_met~pos~happiness,performance~needs_unmet~neg~disappointment,performance~recommend_highly~pos~happiness,performance~recommend_neg~neg~disappointment,performance~recommend_pos~pos~happiness,performance~surprised~pos~excitement,performance~the_best~pos~excitement,performance~trust_neg~neg~disappointment,performance~trust_pos~pos~happiness,performance~value_neg~neg~disappointment,performance~value_pos~pos~happiness,purchase_path~purch_intent_neg_v2~neg~frustration,purchase_path~purch_intent_pos_v2~pos~happiness,topic~dirty clothes~neu~noemo,topic~free sample~neu~noemo,topic~front loader~neu~noemo,topic~good detergent~neu~noemo,topic~great idea~pos~noemo,topic~high efficiency~neu~noemo,topic~huge difference~pos~noemo,topic~huge jug~neu~noemo,topic~laundry clean~neu~noemo,topic~less mess~pos~noemo,topic~pod ghost~neu~noemo,topic~pods~neu~noemo,topic~remove ordinary dirt~neu~noemo,topic~save money~pos~noemo,topic~simple easy~pos~noemo,topic~smell great~neu~noemo,topic~stain release boost~neu~noemo,topic~temperature~neu~noemo,topic~time saved~neu~noemo,topic~took care~neu~noemo,topic~top loader~neu~noemo,topic~weird chemical smell~neg~noemo,filter_spam~spam~neu~noemo,filter_promo~promo~neu~noemo,other_classifier~standard_adjectives~neu~noemo,other_classifier~standard_adverbs~neu~noemo,other_classifier~standard_adverbs_of_time~neu~noemo,other_classifier~standard_comma~neu~noemo,other_classifier~standard_comparatives~neu~noemo,other_classifier~standard_exclam~neu~noemo,other_classifier~standard_period~neu~noemo,other_classifier~standard_question~neu~noemo,AUTHOR,COMMENT_DATE,PRODUCT,RATING,SOURCE,TITLE,id
1130,20120428,my_data,8,"I recently spent a month with friends, and the house was packed with toddlers, teens and adults. It seemed like the washer and dryer never stopped. We used these Tide Pods and they were ultra-convenient and functioned every bit as well as other versions of Tide! The laundry was clean, the scent was fresh, and a good time was had by all!  No complaints and very highly recommended!",69,excitement,medium,positive,low,0,5,1,"[{""word"":""i"",""tag"":""PRP""},{""word"":""recently"",""tag"":""RB""},{""word"":""spent"",""tag"":""VBD""},{""word"":""a"",""tag"":""DT""},{""word"":""month"",""tag"":""NN""},{""word"":""with"",""tag"":""IN""},{""word"":""friends"",""tag"":""NNS""},{""word"":""and"",""tag"":""CC""},{""word"":""the"",""tag"":""DT""},{""word"":""house"",""tag"":""NN""},{""word"":""was"",""tag"":""VBD""},{""word"":""packed"",""tag"":""VBN""},{""word"":""with"",""tag"":""IN""},{""word"":""toddlers"",""tag"":""NNS""},{""word"":""teens"",""tag"":""NNS""},{""word"":""and"",""tag"":""CC""},{""word"":""adults"",""tag"":""NNS""},{""word"":""it"",""tag"":""PRP""},{""word"":""seemed"",""tag"":""VBD""},{""word"":""like"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""washer"",""tag"":""NN""},{""word"":""and"",""tag"":""CC""},{""word"":""dryer"",""tag"":""NN""},{""word"":""never"",""tag"":""RB""},{""word"":""stopped"",""tag"":""VBD""},{""word"":""we"",""tag"":""PRP""},{""word"":""used"",""tag"":""VBD""},{""word"":""these"",""tag"":""DT""},{""word"":""tide"",""tag"":""NN""},{""word"":""pods"",""tag"":""NNS""},{""word"":""and"",""tag"":""CC""},{""word"":""they"",""tag"":""PRP""},{""word"":""were"",""tag"":""VBD""},{""word"":""ultra"",""tag"":""JJ""},{""word"":""convenient"",""tag"":""JJ""},{""word"":""and"",""tag"":""CC""},{""word"":""functioned"",""tag"":""VBD""},{""word"":""every"",""tag"":""DT""},{""word"":""bit"",""tag"":""NN""},{""word"":""as"",""tag"":""RB""},{""word"":""well"",""tag"":""RB""},{""word"":""as"",""tag"":""IN""},{""word"":""other"",""tag"":""JJ""},{""word"":""versions"",""tag"":""NNS""},{""word"":""of"",""tag"":""IN""},{""word"":""tide"",""tag"":""NN""},{""word"":""the"",""tag"":""DT""},{""word"":""laundry"",""tag"":""NN""},{""word"":""was"",""tag"":""VBD""},{""word"":""clean"",""tag"":""JJ""},{""word"":""the"",""tag"":""DT""},{""word"":""scent"",""tag"":""NN""},{""word"":""was"",""tag"":""VBD""},{""word"":""fresh"",""tag"":""JJ""},{""word"":""and"",""tag"":""CC""},{""word"":""a"",""tag"":""DT""},{""word"":""good"",""tag"":""JJ""},{""word"":""time"",""tag"":""NN""},{""word"":""was"",""tag"":""VBD""},{""word"":""had"",""tag"":""VBN""},{""word"":""by"",""tag"":""IN""},{""word"":""all"",""tag"":""DT""},{""word"":""no"",""tag"":""DT""},{""word"":""complaints"",""tag"":""NNS""},{""word"":""and"",""tag"":""CC""},{""word"":""very"",""tag"":""JJ""},{""word"":""highly"",""tag"":""RB""},{""word"":""recommended"",""tag"":""VBN""}]",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,3,2,0,J. Arena,4/28/2012,"Tide Pods Detergent, Mystic Forest, 69-Ounce, 77-Count",5,http://www.amazon.com/Tide-Detergent-Mystic-69-Ounce-77-Count/product-reviews/B004YHKVW2/ref=dp_top_cm_cr_acr_txt?ie=UTF8&showViewpoints=1,Stands up to the test!,1130
1202,20121219,my_data,8,"Tide Pods are great! i think everyone should use these! they are better than any other (iv tried em all). I have never had a problem with them not dissolving in my washer, and have never had stains on my cloths from them. i'v seen other people say that, but i have used them for 6 months and have never had that happen, and i own an old top loader washer. anywho GREAT product! Love Tide Pods",77,happiness,high,positive,high,0,1,7,"[{""word"":""tide"",""tag"":""NN""},{""word"":""pods"",""tag"":""NNS""},{""word"":""are"",""tag"":""VBP""},{""word"":""great"",""tag"":""JJ""},{""word"":""i"",""tag"":""FW""},{""word"":""think"",""tag"":""VBP""},{""word"":""everyone"",""tag"":""NN""},{""word"":""should"",""tag"":""MD""},{""word"":""use"",""tag"":""VB""},{""word"":""these"",""tag"":""DT""},{""word"":""they"",""tag"":""PRP""},{""word"":""are"",""tag"":""VBP""},{""word"":""better"",""tag"":""RB""},{""word"":""than"",""tag"":""IN""},{""word"":""any"",""tag"":""DT""},{""word"":""other"",""tag"":""JJ""},{""word"":""("",""tag"":""-LRB-""},{""word"":""iv"",""tag"":""FW""},{""word"":""tried"",""tag"":""VBD""},{""word"":""em"",""tag"":""PRP""},{""word"":""all"",""tag"":""DT""},{""word"":"")"",""tag"":""-RRB-""},{""word"":""i"",""tag"":""FW""},{""word"":""have"",""tag"":""VBP""},{""word"":""never"",""tag"":""RB""},{""word"":""had"",""tag"":""VBN""},{""word"":""a"",""tag"":""DT""},{""word"":""problem"",""tag"":""NN""},{""word"":""with"",""tag"":""IN""},{""word"":""them"",""tag"":""PRP""},{""word"":""not"",""tag"":""RB""},{""word"":""dissolving"",""tag"":""VBG""},{""word"":""in"",""tag"":""IN""},{""word"":""my"",""tag"":""PRP$""},{""word"":""washer"",""tag"":""NN""},{""word"":""and"",""tag"":""CC""},{""word"":""have"",""tag"":""VB""},{""word"":""never"",""tag"":""RB""},{""word"":""had"",""tag"":""VBN""},{""word"":""stains"",""tag"":""NNS""},{""word"":""on"",""tag"":""IN""},{""word"":""my"",""tag"":""PRP$""},{""word"":""cloths"",""tag"":""NNS""},{""word"":""from"",""tag"":""IN""},{""word"":""them"",""tag"":""PRP""},{""word"":""i"",""tag"":""IN""},{""word"":""'v"",""tag"":""VBN""},{""word"":""seen"",""tag"":""VBN""},{""word"":""other"",""tag"":""JJ""},{""word"":""people"",""tag"":""NNS""},{""word"":""say"",""tag"":""VBP""},{""word"":""that"",""tag"":""IN""},{""word"":""but"",""tag"":""CC""},{""word"":""i"",""tag"":""PRP""},{""word"":""have"",""tag"":""VBP""},{""word"":""used"",""tag"":""VBN""},{""word"":""them"",""tag"":""PRP""},{""word"":""for"",""tag"":""IN""},{""word"":""6"",""tag"":""CD""},{""word"":""months"",""tag"":""NNS""},{""word"":""and"",""tag"":""CC""},{""word"":""have"",""tag"":""VB""},{""word"":""never"",""tag"":""RB""},{""word"":""had"",""tag"":""VBN""},{""word"":""that"",""tag"":""DT""},{""word"":""happen"",""tag"":""VB""},{""word"":""and"",""tag"":""CC""},{""word"":""i"",""tag"":""RB""},{""word"":""own"",""tag"":""VB""},{""word"":""an"",""tag"":""DT""},{""word"":""old"",""tag"":""JJ""},{""word"":""top"",""tag"":""NN""},{""word"":""loader"",""tag"":""NN""},{""word"":""washer"",""tag"":""VBD""},{""word"":""anywho"",""tag"":""RB""},{""word"":""great"",""tag"":""JJ""},{""word"":""product"",""tag"":""NN""},{""word"":""love"",""tag"":""NN""},{""word"":""tide"",""tag"":""NN""},{""word"":""pods"",""tag"":""NNS""}]",0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,1,3,3,0,MissJess,12/19/2012,"Tide Pods Detergent, Mystic Forest, 69-Ounce, 77-Count",5,http://www.amazon.com/Tide-Detergent-Mystic-69-Ounce-77-Count/product-reviews/B004YHKVW2/ref=dp_top_cm_cr_acr_txt?ie=UTF8&showViewpoints=1,Love Tide,1202
1317,20130409,my_data,9,"I seriously do not know how my laundry and I survived before the creation of this product. I absolutely love it! One word of caution, though; make sure this thing is in the stream of water coming in so that it dissolves on the first cycle.",46,happiness,medium,positive,low,1,4,4,"[{""word"":""i"",""tag"":""PRP""},{""word"":""seriously"",""tag"":""RB""},{""word"":""do"",""tag"":""VBP""},{""word"":""not"",""tag"":""RB""},{""word"":""know"",""tag"":""VB""},{""word"":""how"",""tag"":""WRB""},{""word"":""my"",""tag"":""PRP$""},{""word"":""laundry"",""tag"":""NN""},{""word"":""and"",""tag"":""CC""},{""word"":""i"",""tag"":""NN""},{""word"":""survived"",""tag"":""VBN""},{""word"":""before"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""creation"",""tag"":""NN""},{""word"":""of"",""tag"":""IN""},{""word"":""this"",""tag"":""DT""},{""word"":""product"",""tag"":""NN""},{""word"":""i"",""tag"":""FW""},{""word"":""absolutely"",""tag"":""RB""},{""word"":""love"",""tag"":""VB""},{""word"":""it"",""tag"":""PRP""},{""word"":""one"",""tag"":""CD""},{""word"":""word"",""tag"":""NN""},{""word"":""of"",""tag"":""IN""},{""word"":""caution"",""tag"":""NN""},{""word"":""though"",""tag"":""IN""},{""word"":"";"",""tag"":"":""},{""word"":""make"",""tag"":""VB""},{""word"":""sure"",""tag"":""JJ""},{""word"":""this"",""tag"":""DT""},{""word"":""thing"",""tag"":""NN""},{""word"":""is"",""tag"":""VBZ""},{""word"":""in"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""stream"",""tag"":""NN""},{""word"":""of"",""tag"":""IN""},{""word"":""water"",""tag"":""NN""},{""word"":""coming"",""tag"":""VBG""},{""word"":""in"",""tag"":""IN""},{""word"":""so"",""tag"":""RB""},{""word"":""that"",""tag"":""IN""},{""word"":""it"",""tag"":""PRP""},{""word"":""dissolves"",""tag"":""VBZ""},{""word"":""on"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""first"",""tag"":""JJ""},{""word"":""cycle"",""tag"":""NN""}]",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,0,Thomas McDaniel,4/9/2013,"Tide Pods Detergent, Mystic Forest, 69-Ounce, 77-Count",5,http://www.amazon.com/Tide-Detergent-Mystic-69-Ounce-77-Count/product-reviews/B004YHKVW2/ref=dp_top_cm_cr_acr_txt?ie=UTF8&showViewpoints=1,Love This!,1317
1247,20130224,my_data,8,"never used before,but found it very easy and smells really good. Only need 1 per load,breaks down in wash and nothing left over , and doesn't leave any type of mess",32,unclassified,low,positive,low,0,1,0,"[{""word"":""never"",""tag"":""RB""},{""word"":""used"",""tag"":""VBN""},{""word"":""before"",""tag"":""IN""},{""word"":""but"",""tag"":""CC""},{""word"":""found"",""tag"":""VBD""},{""word"":""it"",""tag"":""PRP""},{""word"":""very"",""tag"":""RB""},{""word"":""easy"",""tag"":""JJ""},{""word"":""and"",""tag"":""CC""},{""word"":""smells"",""tag"":""VBZ""},{""word"":""really"",""tag"":""RB""},{""word"":""good"",""tag"":""JJ""},{""word"":""only"",""tag"":""RB""},{""word"":""need"",""tag"":""VBP""},{""word"":""1"",""tag"":""CD""},{""word"":""per"",""tag"":""IN""},{""word"":""load"",""tag"":""NN""},{""word"":""breaks"",""tag"":""NNS""},{""word"":""down"",""tag"":""RB""},{""word"":""in"",""tag"":""IN""},{""word"":""wash"",""tag"":""NN""},{""word"":""and"",""tag"":""CC""},{""word"":""nothing"",""tag"":""NN""},{""word"":""left"",""tag"":""VBD""},{""word"":""over"",""tag"":""RP""},{""word"":""and"",""tag"":""CC""},{""word"":""does"",""tag"":""VBZ""},{""word"":""n't"",""tag"":""RB""},{""word"":""leave"",""tag"":""VB""},{""word"":""any"",""tag"":""DT""},{""word"":""type"",""tag"":""NN""},{""word"":""of"",""tag"":""IN""},{""word"":""mess"",""tag"":""NN""}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,0,susan freeman,2/24/2013,"Tide Pods Detergent, Mystic Forest, 69-Ounce, 77-Count",5,http://www.amazon.com/Tide-Detergent-Mystic-69-Ounce-77-Count/product-reviews/B004YHKVW2/ref=dp_top_cm_cr_acr_txt?ie=UTF8&showViewpoints=1,easy,1247
1193,20120316,my_data,64,"Thank you Tide for releasing the Pods...I normally buy the 100oz bottle of liquid, but never get the amount of loads that it states that you should get with the bottle. These Pods have really saved me money. I can't use to much of the Pods like I am sure that I do with the liquid because they are already prefilled. I have no problems with the Pods dissolving in my washer. I have washed small loads and large loads and even used both cold water and warm and hot water. I still have no issues with these. I have never had any left over residue or anything in my washer or clothes. I do have a top loader HE washer without the agitator. I can see where people with a front loader would possibly have issues with these getting trapped in the door. In my previous washer (front loader), I would always find things in the door...baby socks, change, whatever...Tide Pods are GREAT for me!!!",169,happiness,high,positive,high,1,7,16,"[{""word"":""thank"",""tag"":""VB""},{""word"":""you"",""tag"":""PRP""},{""word"":""tide"",""tag"":""VB""},{""word"":""for"",""tag"":""IN""},{""word"":""releasing"",""tag"":""VBG""},{""word"":""the"",""tag"":""DT""},{""word"":""pods"",""tag"":""NNS""},{""word"":""i"",""tag"":""VBP""},{""word"":""normally"",""tag"":""RB""},{""word"":""buy"",""tag"":""VB""},{""word"":""the"",""tag"":""DT""},{""word"":""100oz"",""tag"":""CD""},{""word"":""bottle"",""tag"":""NN""},{""word"":""of"",""tag"":""IN""},{""word"":""liquid"",""tag"":""NN""},{""word"":""but"",""tag"":""CC""},{""word"":""never"",""tag"":""RB""},{""word"":""get"",""tag"":""VB""},{""word"":""the"",""tag"":""DT""},{""word"":""amount"",""tag"":""NN""},{""word"":""of"",""tag"":""IN""},{""word"":""loads"",""tag"":""NNS""},{""word"":""that"",""tag"":""IN""},{""word"":""it"",""tag"":""PRP""},{""word"":""states"",""tag"":""VBZ""},{""word"":""that"",""tag"":""IN""},{""word"":""you"",""tag"":""PRP""},{""word"":""should"",""tag"":""MD""},{""word"":""get"",""tag"":""VB""},{""word"":""with"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""bottle"",""tag"":""NN""},{""word"":""these"",""tag"":""DT""},{""word"":""pods"",""tag"":""NNS""},{""word"":""have"",""tag"":""VBP""},{""word"":""really"",""tag"":""RB""},{""word"":""saved"",""tag"":""VBN""},{""word"":""me"",""tag"":""PRP""},{""word"":""money"",""tag"":""NN""},{""word"":""i"",""tag"":""NN""},{""word"":""ca"",""tag"":""MD""},{""word"":""n't"",""tag"":""RB""},{""word"":""use"",""tag"":""VB""},{""word"":""to"",""tag"":""TO""},{""word"":""much"",""tag"":""RB""},{""word"":""of"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""pods"",""tag"":""NNS""},{""word"":""like"",""tag"":""IN""},{""word"":""i"",""tag"":""PRP""},{""word"":""am"",""tag"":""VBP""},{""word"":""sure"",""tag"":""JJ""},{""word"":""that"",""tag"":""IN""},{""word"":""i"",""tag"":""PRP""},{""word"":""do"",""tag"":""VBP""},{""word"":""with"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""liquid"",""tag"":""NN""},{""word"":""because"",""tag"":""IN""},{""word"":""they"",""tag"":""PRP""},{""word"":""are"",""tag"":""VBP""},{""word"":""already"",""tag"":""RB""},{""word"":""prefilled"",""tag"":""VBN""},{""word"":""i"",""tag"":""PRP""},{""word"":""have"",""tag"":""VBP""},{""word"":""no"",""tag"":""DT""},{""word"":""problems"",""tag"":""NNS""},{""word"":""with"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""pods"",""tag"":""NNS""},{""word"":""dissolving"",""tag"":""VBG""},{""word"":""in"",""tag"":""IN""},{""word"":""my"",""tag"":""PRP$""},{""word"":""washer"",""tag"":""NN""},{""word"":""i"",""tag"":""RB""},{""word"":""have"",""tag"":""VBP""},{""word"":""washed"",""tag"":""VBN""},{""word"":""small"",""tag"":""JJ""},{""word"":""loads"",""tag"":""NNS""},{""word"":""and"",""tag"":""CC""},{""word"":""large"",""tag"":""JJ""},{""word"":""loads"",""tag"":""NNS""},{""word"":""and"",""tag"":""CC""},{""word"":""even"",""tag"":""RB""},{""word"":""used"",""tag"":""VBD""},{""word"":""both"",""tag"":""DT""},{""word"":""cold"",""tag"":""JJ""},{""word"":""water"",""tag"":""NN""},{""word"":""and"",""tag"":""CC""},{""word"":""warm"",""tag"":""JJ""},{""word"":""and"",""tag"":""CC""},{""word"":""hot"",""tag"":""JJ""},{""word"":""water"",""tag"":""NN""},{""word"":""i"",""tag"":""IN""},{""word"":""still"",""tag"":""RB""},{""word"":""have"",""tag"":""VBP""},{""word"":""no"",""tag"":""DT""},{""word"":""issues"",""tag"":""NNS""},{""word"":""with"",""tag"":""IN""},{""word"":""these"",""tag"":""DT""},{""word"":""i"",""tag"":""NNS""},{""word"":""have"",""tag"":""VBP""},{""word"":""never"",""tag"":""RB""},{""word"":""had"",""tag"":""VBD""},{""word"":""any"",""tag"":""DT""},{""word"":""left"",""tag"":""VBN""},{""word"":""over"",""tag"":""IN""},{""word"":""residue"",""tag"":""NN""},{""word"":""or"",""tag"":""CC""},{""word"":""anything"",""tag"":""NN""},{""word"":""in"",""tag"":""IN""},{""word"":""my"",""tag"":""PRP$""},{""word"":""washer"",""tag"":""NN""},{""word"":""or"",""tag"":""CC""},{""word"":""clothes"",""tag"":""NNS""},{""word"":""i"",""tag"":""VBP""},{""word"":""do"",""tag"":""VB""},{""word"":""have"",""tag"":""VB""},{""word"":""a"",""tag"":""DT""},{""word"":""top"",""tag"":""JJ""},{""word"":""loader"",""tag"":""NN""},{""word"":""he"",""tag"":""PRP""},{""word"":""washer"",""tag"":""VBD""},{""word"":""without"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""agitator"",""tag"":""NN""},{""word"":""i"",""tag"":""NN""},{""word"":""can"",""tag"":""MD""},{""word"":""see"",""tag"":""VB""},{""word"":""where"",""tag"":""WRB""},{""word"":""people"",""tag"":""NNS""},{""word"":""with"",""tag"":""IN""},{""word"":""a"",""tag"":""DT""},{""word"":""front"",""tag"":""JJ""},{""word"":""loader"",""tag"":""NN""},{""word"":""would"",""tag"":""MD""},{""word"":""possibly"",""tag"":""RB""},{""word"":""have"",""tag"":""VB""},{""word"":""issues"",""tag"":""NNS""},{""word"":""with"",""tag"":""IN""},{""word"":""these"",""tag"":""DT""},{""word"":""getting"",""tag"":""VBG""},{""word"":""trapped"",""tag"":""VBN""},{""word"":""in"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""door"",""tag"":""NN""},{""word"":""in"",""tag"":""IN""},{""word"":""my"",""tag"":""PRP$""},{""word"":""previous"",""tag"":""JJ""},{""word"":""washer"",""tag"":""NN""},{""word"":""("",""tag"":""-LRB-""},{""word"":""front"",""tag"":""JJ""},{""word"":""loader"",""tag"":""NN""},{""word"":"")"",""tag"":""-RRB-""},{""word"":""i"",""tag"":""FW""},{""word"":""would"",""tag"":""MD""},{""word"":""always"",""tag"":""RB""},{""word"":""find"",""tag"":""VB""},{""word"":""things"",""tag"":""NNS""},{""word"":""in"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""door"",""tag"":""NN""},{""word"":""baby"",""tag"":""NN""},{""word"":""socks"",""tag"":""NNS""},{""word"":""change"",""tag"":""NN""},{""word"":""whatever"",""tag"":""WDT""},{""word"":""tide"",""tag"":""NN""},{""word"":""pods"",""tag"":""NNS""},{""word"":""are"",""tag"":""VBP""},{""word"":""great"",""tag"":""JJ""},{""word"":""for"",""tag"":""IN""},{""word"":""me"",""tag"":""PRP""}]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,6,4,0,1,9,0,love2shop,3/16/2012,"Tide Pods Detergent, Mystic Forest, 69-Ounce, 77-Count",5,http://www.amazon.com/Tide-Detergent-Mystic-69-Ounce-77-Count/product-reviews/B004YHKVW2/ref=dp_top_cm_cr_acr_txt?ie=UTF8&showViewpoints=1,I SAVE money using Pods!!!,1193
1469,20120427,my_data,32,"We use Tide all of the time so I was delighted to try this new version. It is convenient, smells wonderful and cleaned very well. However, it caused a contact rash on my eldest daughter, which is odd given our alliance to Tide products. So, I gave the bag to my neighbor who is giving it rave reviews for her adorable but messy 6 year old son! I would have given it five stars if the rash hadn't occurred.",79,unclassified,low,positive,low,0,7,5,"[{""word"":""we"",""tag"":""PRP""},{""word"":""use"",""tag"":""VBP""},{""word"":""tide"",""tag"":""VB""},{""word"":""all"",""tag"":""DT""},{""word"":""of"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""time"",""tag"":""NN""},{""word"":""so"",""tag"":""IN""},{""word"":""i"",""tag"":""PRP""},{""word"":""was"",""tag"":""VBD""},{""word"":""delighted"",""tag"":""VBN""},{""word"":""to"",""tag"":""TO""},{""word"":""try"",""tag"":""VB""},{""word"":""this"",""tag"":""DT""},{""word"":""new"",""tag"":""JJ""},{""word"":""version"",""tag"":""NN""},{""word"":""it"",""tag"":""PRP""},{""word"":""is"",""tag"":""VBZ""},{""word"":""convenient"",""tag"":""JJ""},{""word"":""smells"",""tag"":""VBZ""},{""word"":""wonderful"",""tag"":""JJ""},{""word"":""and"",""tag"":""CC""},{""word"":""cleaned"",""tag"":""VBD""},{""word"":""very"",""tag"":""RB""},{""word"":""well"",""tag"":""RB""},{""word"":""however"",""tag"":""RB""},{""word"":""it"",""tag"":""PRP""},{""word"":""caused"",""tag"":""VBD""},{""word"":""a"",""tag"":""DT""},{""word"":""contact"",""tag"":""NN""},{""word"":""rash"",""tag"":""NN""},{""word"":""on"",""tag"":""IN""},{""word"":""my"",""tag"":""PRP$""},{""word"":""eldest"",""tag"":""JJS""},{""word"":""daughter"",""tag"":""NN""},{""word"":""which"",""tag"":""WDT""},{""word"":""is"",""tag"":""VBZ""},{""word"":""odd"",""tag"":""JJ""},{""word"":""given"",""tag"":""VBN""},{""word"":""our"",""tag"":""PRP$""},{""word"":""alliance"",""tag"":""NN""},{""word"":""to"",""tag"":""TO""},{""word"":""tide"",""tag"":""VB""},{""word"":""products"",""tag"":""NNS""},{""word"":""so"",""tag"":""RB""},{""word"":""i"",""tag"":""IN""},{""word"":""gave"",""tag"":""VBD""},{""word"":""the"",""tag"":""DT""},{""word"":""bag"",""tag"":""NN""},{""word"":""to"",""tag"":""TO""},{""word"":""my"",""tag"":""PRP$""},{""word"":""neighbor"",""tag"":""NN""},{""word"":""who"",""tag"":""WP""},{""word"":""is"",""tag"":""VBZ""},{""word"":""giving"",""tag"":""VBG""},{""word"":""it"",""tag"":""PRP""},{""word"":""rave"",""tag"":""JJ""},{""word"":""reviews"",""tag"":""NNS""},{""word"":""for"",""tag"":""IN""},{""word"":""her"",""tag"":""PRP$""},{""word"":""adorable"",""tag"":""JJ""},{""word"":""but"",""tag"":""CC""},{""word"":""messy"",""tag"":""RB""},{""word"":""6"",""tag"":""CD""},{""word"":""year"",""tag"":""NN""},{""word"":""old"",""tag"":""JJ""},{""word"":""son"",""tag"":""NN""},{""word"":""i"",""tag"":""NN""},{""word"":""would"",""tag"":""MD""},{""word"":""have"",""tag"":""VB""},{""word"":""given"",""tag"":""VBN""},{""word"":""it"",""tag"":""PRP""},{""word"":""five"",""tag"":""CD""},{""word"":""stars"",""tag"":""NNS""},{""word"":""if"",""tag"":""IN""},{""word"":""the"",""tag"":""DT""},{""word"":""rash"",""tag"":""NN""},{""word"":""had"",""tag"":""VBD""},{""word"":""n't"",""tag"":""RB""},{""word"":""occurred"",""tag"":""VBN""}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,4,0,"D. Tobin ""Book lover""",4/27/2012,"Tide Pods Detergent, Mystic Forest, 69-Ounce, 77-Count",4,http://www.amazon.com/Tide-Detergent-Mystic-69-Ounce-77-Count/product-reviews/B004YHKVW2/ref=dp_top_cm_cr_acr_txt?ie=UTF8&showViewpoints=1,Great product but...,1469
